segment_id,track_id,group,split,scale_seconds,view,state_count,state_coverage,retained_edge_ratio,feature_relative_path,feature_sha256,graph_relative_path,graph_sha256,persistence_relative_path,persistence_sha256,sensitivity_persistence_relative_path,sensitivity_persistence_sha256,sidecar_relative_path,config_sha256,sequence_length,valid_states,valid_transitions,self_transitions,self_transition_ratio,vertex_count,edge_count,edge_density,reciprocity,transition_entropy,path_entropy,path_entropy_normalized,directed_recurrence,directed_recurrence_unbiased,h0_betti_auc,h1_betti_auc,h0_betti_mean,h1_betti_mean,h0_betti_max,h1_betti_max,h0_interval_count,h1_interval_count,h0_observed_persistence,h1_observed_persistence,h0_censored_count,h1_censored_count,status,processed_at,error
classical_musopen_281136d63fb7__300s,classical_musopen_281136d63fb7,classical,validation,300.0,modulation_smp_k12,12,0.6666666666666666,0.18181818181818182,features/modulation_smp_prototype/300s/classical/validation/classical_musopen_281136d63fb7__300s.npz,4540fff3404ecbc3756cbf366642822b271b79604072c80ce9337094c37b3b76,graphs/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_281136d63fb7__300s.npz,b1deb38c5f3b562a3c3018ee32318d4926f175b329d8c5226a37520e81779696,homology/persistence/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_281136d63fb7__300s.npz,bf62d2cb52e4cd9f6e957672a5506f0bbd92716b1027a0e0bb6f14ca17f15d4d,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_281136d63fb7__300s.npz,18b98bbd38ae90caa6940c2b77e332058fe36fdaaab6b2f718a6407c2a79bbb0,homology/descriptors/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_281136d63fb7__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,148,148,147,60,0.40816326530612246,8,24,0.42857142857142855,0.9166666666666666,0.8068550042877364,1.2415565442459124,0.5970624897889389,0.10666851774723494,0.10054980896468177,2.45,0.0,5.5,0.0,7,0,7,0,2.6499999999999995,0.0,3,0,success,2026-08-05,
classical_musopen_2873bce09ec4__180s,classical_musopen_2873bce09ec4,classical,validation,180.0,modulation_smp_k12,12,0.4166666666666667,0.07575757575757576,features/modulation_smp_prototype/180s/classical/validation/classical_musopen_2873bce09ec4__180s.npz,f127c68cdcf6d93a4fb90abf070c54f7131add5607c92eea511c12baa42fdc80,graphs/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_2873bce09ec4__180s.npz,4af5f3b69119b627ce10ce51fecae64e3ff236ef32e40e4f8ecb98e500a04b11,homology/persistence/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_2873bce09ec4__180s.npz,bc8069156f25b6083e9e5e31a267673f6424d967d5dd7e81f8d0c67f3b09f261,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_2873bce09ec4__180s.npz,c3b067e666847586f8effdd153012f90b577e8bc7a451b6ed71bed67f2a11a8c,homology/descriptors/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_2873bce09ec4__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,45,0.5172413793103449,5,10,0.5,0.8,0.7850992755057211,0.9579982236764928,0.595237763616258,0.21759809750297265,0.20850040096230954,1.0499999999999998,0.0,2.3333333333333335,0.0,3,0,3,0,1.15,0.0,1,0,success,2026-08-05,
classical_musopen_2873bce09ec4__300s,classical_musopen_2873bce09ec4,classical,validation,300.0,modulation_smp_k12,12,0.4166666666666667,0.09090909090909091,features/modulation_smp_prototype/300s/classical/validation/classical_musopen_2873bce09ec4__300s.npz,1ddacd3fe77b578322865fc98eba462ad6228617466415ec05c5cf77c319bdbb,graphs/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_2873bce09ec4__300s.npz,f53542acc627c66f1f6e204fa787dc1932219612ffd6588bdcfff63dc4ee4fcd,homology/persistence/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_2873bce09ec4__300s.npz,edc1509cd0706506e4119d83a248f9c6905a70db10b231d0b5aed470301afd24,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_2873bce09ec4__300s.npz,0b7fb40c4c80dea90c286976f7c9e53397fbf5d12e1b18d2ce29af07f42d0a96,homology/descriptors/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_2873bce09ec4__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,148,148,147,81,0.5510204081632653,5,12,0.6,0.8333333333333334,0.7005486181701005,0.9140620268493819,0.5679386696358869,0.2608635290851034,0.2558009505171932,1.3999999999999997,0.0,3.1666666666666665,0.0,4,0,4,0,1.4999999999999998,0.0,2,0,success,2026-08-05,
classical_musopen_28b2abb46028__180s,classical_musopen_28b2abb46028,classical,validation,180.0,modulation_smp_k12,12,0.5833333333333334,0.14393939393939395,features/modulation_smp_prototype/180s/classical/validation/classical_musopen_28b2abb46028__180s.npz,812ede61abc1a5f1f8486ac0884e887eff34c007badc32516da6582f14a93ee4,graphs/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_28b2abb46028__180s.npz,eeaf3da128fe16a1cf45aa014a57f1862fc91732c76c9bfb394ed044a933ab71,homology/persistence/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_28b2abb46028__180s.npz,a7a4e1a33daec3a81bec17b287e133cc281f1cb0d379111d8ddc018f813afe92,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_28b2abb46028__180s.npz,c57c9e839c130641a4e051e164da8b6b164811be9e1082c4510cf0c5ccf5439d,homology/descriptors/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_28b2abb46028__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,34,0.39080459770114945,7,19,0.4523809523809524,0.7368421052631579,0.8106839811540577,1.1683052771881581,0.6003901453288266,0.1182454749636676,0.10799251537022186,1.65,0.0,3.6666666666666665,0.0,5,0,5,0,1.8499999999999996,0.0,1,0,success,2026-08-05,
classical_musopen_28b2abb46028__300s,classical_musopen_28b2abb46028,classical,validation,300.0,modulation_smp_k12,12,0.5833333333333334,0.1590909090909091,features/modulation_smp_prototype/300s/classical/validation/classical_musopen_28b2abb46028__300s.npz,8f60f81ed1b3c0badf509047ad9c96e740a21b3fb13fba05e8c53e49be80ed82,graphs/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_28b2abb46028__300s.npz,b6ae3925031735eff85c571db57b3670de6db128f5114339f95b52aec9464edc,homology/persistence/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_28b2abb46028__300s.npz,d6765e347051735c5d63c052cd70fd925e517e402ca3b2bc1e6c9566576250bf,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_28b2abb46028__300s.npz,87a99d62ce0dc260ab9fe58725eacdd915438aea000aaf3f33d32ba8f72ae2c4,homology/descriptors/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_28b2abb46028__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,148,148,147,74,0.5034013605442177,7,21,0.5,0.7619047619047619,0.684879637598391,1.0492776375945212,0.5392220386454725,0.20764496274700356,0.20221787345075015,1.9499999999999997,0.0,4.333333333333333,0.0,6,0,6,0,2.1999999999999997,0.0,1,0,success,2026-08-05,
classical_musopen_2bb770b12fae__180s,classical_musopen_2bb770b12fae,classical,holdout,180.0,modulation_smp_k12,12,0.4166666666666667,0.09090909090909091,features/modulation_smp_prototype/180s/classical/holdout/classical_musopen_2bb770b12fae__180s.npz,114a9c28b9b04b165a53959397709b4f1b66692c25cd282b2644c49b40a89505,graphs/modulation_smp_prototype/k12/180s/classical/holdout/classical_musopen_2bb770b12fae__180s.npz,887ac3483defb759aa6aaf49c51097b6b9b1e93e1648618ef55b2b8746842471,homology/persistence/modulation_smp_prototype/k12/180s/classical/holdout/classical_musopen_2bb770b12fae__180s.npz,16d3ad286bef55f75e40e08dc143e9a74103247526426f2e93d896654d8d1676,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/holdout/classical_musopen_2bb770b12fae__180s.npz,a04319cdeca155dcc28551124afbb787dfe2984b01964d4b362e8f6292fb245e,homology/descriptors/modulation_smp_prototype/k12/180s/classical/holdout/classical_musopen_2bb770b12fae__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,38,0.4367816091954023,5,12,0.6,0.8333333333333334,0.8838289394058749,1.1332217030988851,0.7041102327364777,0.10318404016382614,0.09275594760759155,1.4,0.0,3.1666666666666665,0.0,4,0,4,0,1.5,0.0,2,0,success,2026-08-05,
classical_musopen_2bb770b12fae__300s,classical_musopen_2bb770b12fae,classical,holdout,300.0,modulation_smp_k12,12,0.4166666666666667,0.11363636363636363,features/modulation_smp_prototype/300s/classical/holdout/classical_musopen_2bb770b12fae__300s.npz,6ce2cc76c583518e47e0f1f11c0fb67d0aa1f893134e8862753d69aa728d5935,graphs/modulation_smp_prototype/k12/300s/classical/holdout/classical_musopen_2bb770b12fae__300s.npz,f20bedcca442f87cd4674a39c9e9fe3328173e3e5e7c2ae78d48605e2116996d,homology/persistence/modulation_smp_prototype/k12/300s/classical/holdout/classical_musopen_2bb770b12fae__300s.npz,0f7b0ca7600afccefb511d5b77ca358b89f95e5f669006b01cba8b3abb646f68,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/holdout/classical_musopen_2bb770b12fae__300s.npz,0ed1bfee4456901c97403a67116027857ed7fa8990383d9aa7b5df75afee0442,homology/descriptors/modulation_smp_prototype/k12/300s/classical/holdout/classical_musopen_2bb770b12fae__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,148,148,147,67,0.4557823129251701,5,15,0.75,0.9333333333333333,0.8335119302435403,1.1547936349895873,0.7175136276261115,0.10916747651441529,0.10306588388780169,1.6999999999999997,0.0,3.8333333333333335,0.0,5,0,5,0,1.8499999999999999,0.0,2,0,success,2026-08-05,
classical_musopen_2ca1fc27dc8e__180s,classical_musopen_2ca1fc27dc8e,classical,holdout,180.0,modulation_smp_k12,12,0.5,0.12121212121212122,features/modulation_smp_prototype/180s/classical/holdout/classical_musopen_2ca1fc27dc8e__180s.npz,bee0dcbc30e5b5401f4355ac1327f7ac035146c676f7c79a3a7d001a9794ed7b,graphs/modulation_smp_prototype/k12/180s/classical/holdout/classical_musopen_2ca1fc27dc8e__180s.npz,b865c981a4f54a9a4df67bc6de7052f7890e913ee8a5471ebb00c075183d6be5,homology/persistence/modulation_smp_prototype/k12/180s/classical/holdout/classical_musopen_2ca1fc27dc8e__180s.npz,302fa48d663a8eac54feea43f9aa328fa49ea08d0e75630d1e5cb8ab77f4dcdd,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/holdout/classical_musopen_2ca1fc27dc8e__180s.npz,39de8ac2f2e914813caf87f7637e146f6aba931acfb003a6c67498b1cdf3628f,homology/descriptors/modulation_smp_prototype/k12/180s/classical/holdout/classical_musopen_2ca1fc27dc8e__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,35,0.40229885057471265,6,16,0.5333333333333333,0.875,0.8924104388690651,1.2411296094630981,0.6926876239687545,0.08865107676047033,0.07805399625768511,1.7999999999999998,0.0,4.0,0.0,4,0,4,0,1.7999999999999998,0.0,4,0,success,2026-08-05,
classical_musopen_2ca1fc27dc8e__300s,classical_musopen_2ca1fc27dc8e,classical,holdout,300.0,modulation_smp_k12,12,0.5833333333333334,0.13636363636363635,features/modulation_smp_prototype/300s/classical/holdout/classical_musopen_2ca1fc27dc8e__300s.npz,17c3079219f4407224795bb154d3efdd9562c0a8b303f05dd4ea9a4061b309c2,graphs/modulation_smp_prototype/k12/300s/classical/holdout/classical_musopen_2ca1fc27dc8e__300s.npz,8aab60babe569d9d257cc3dcf5672bad6541dd013524dbc34495627057104890,homology/persistence/modulation_smp_prototype/k12/300s/classical/holdout/classical_musopen_2ca1fc27dc8e__300s.npz,32f7481e811d7f61a4d58ab7ed4dbc3e4f96b07af7df271251b2bec874fd1e81,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/holdout/classical_musopen_2ca1fc27dc8e__300s.npz,4e9763b75f301ad2bdf689bdde15c8423a69eb3106ddb6416085cbd52ff5b5ca,homology/descriptors/modulation_smp_prototype/k12/300s/classical/holdout/classical_musopen_2ca1fc27dc8e__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,148,148,147,59,0.4013605442176871,7,18,0.42857142857142855,0.8888888888888888,0.8660735716054471,1.2195889798980244,0.62674475514201,0.08390022675736962,0.0776255707762557,1.65,0.0,3.6666666666666665,0.0,5,0,5,0,1.8499999999999996,0.0,1,0,success,2026-08-05,
classical_musopen_33730045e3a6__180s,classical_musopen_33730045e3a6,classical,validation,180.0,modulation_smp_k12,12,0.3333333333333333,0.06818181818181818,features/modulation_smp_prototype/180s/classical/validation/classical_musopen_33730045e3a6__180s.npz,3e1a95c920447d1dde933fac9a82691329ebbe6b9e38490fe1367c71a973b450,graphs/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_33730045e3a6__180s.npz,334dc3b1cb20cf8fb59e8662900acc155ec22d5999dff800ab9484b64770c067,homology/persistence/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_33730045e3a6__180s.npz,fe867c0c8553bdcadc5f100e15ba9217ba1f06a3778b47eee26038ce3f225529,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_33730045e3a6__180s.npz,a17d89a9580980ae11c4e511446ab6ac0bfca37f7148b5b7ed3f881f7389bf33,homology/descriptors/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_33730045e3a6__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,45,0.5172413793103449,4,9,0.75,0.8888888888888888,0.7977936913690308,0.9739247139672768,0.7025381775198962,0.19804465583300304,0.18871959369152633,0.9749999999999999,0.0,2.3333333333333335,0.0,4,0,4,0,1.0999999999999996,0.0,1,0,success,2026-08-05,
classical_musopen_33730045e3a6__300s,classical_musopen_33730045e3a6,classical,validation,300.0,modulation_smp_k12,12,0.4166666666666667,0.08333333333333333,features/modulation_smp_prototype/300s/classical/validation/classical_musopen_33730045e3a6__300s.npz,31bf57d8f7ee4ce2d78b6d24648708047341114efb3df8936d9022124cc5e1ce,graphs/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_33730045e3a6__300s.npz,0524d0df8a1f1b3b53d764c7f0ade6e1d8317fb2318b3acf5ad8e2a68ef8cdef,homology/persistence/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_33730045e3a6__300s.npz,83203bc5172f66fbe75b206f7b2e043f370913fc90bfdc6c7ad67005bcc5b962,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_33730045e3a6__300s.npz,68f88cdc519d4b2394219d0ab97edbf9231652446ecba13e644b0a248a000676,homology/descriptors/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_33730045e3a6__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,148,148,147,63,0.42857142857142855,5,11,0.55,0.9090909090909091,0.8189153174160128,1.056829155988391,0.6566448744767367,0.15562959877828683,0.14984623986580933,0.8499999999999998,0.0,2.1666666666666665,0.0,4,0,4,0,0.9999999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_373729be509d__180s,classical_musopen_373729be509d,classical,validation,180.0,modulation_smp_k12,12,0.4166666666666667,0.09848484848484848,features/modulation_smp_prototype/180s/classical/validation/classical_musopen_373729be509d__180s.npz,6e820abc2b82084493775709c28f5d55c779f8e3bc98483fb480e2ac5200ac51,graphs/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_373729be509d__180s.npz,f4e460e76323523e0f97920c075b29335c152eda143978ca1532ca1fa3e7e1e0,homology/persistence/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_373729be509d__180s.npz,1afea86da67f0d27c92951d42855672b9f76b074b6ac7d7dc6e1630370d80ff3,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_373729be509d__180s.npz,fd04df886879ec2fbb0bbbecdfc50c9331dc09b648567ae3e7f81cfe3973fc74,homology/descriptors/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_373729be509d__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,49,0.5632183908045977,5,13,0.65,0.7692307692307693,0.756369710651187,0.9527403238811187,0.5919708467909783,0.19963007002246003,0.19032344292969794,1.3499999999999996,0.0,3.1666666666666665,0.0,5,0,5,0,1.5499999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_373729be509d__300s,classical_musopen_373729be509d,classical,validation,300.0,modulation_smp_k12,12,0.5,0.12121212121212122,features/modulation_smp_prototype/300s/classical/validation/classical_musopen_373729be509d__300s.npz,8d75b27b5c5815e2c400d675b15c2632f8a7ffdf76256c383217ed8afe523e01,graphs/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_373729be509d__300s.npz,4bcedf91ce5c3f4e32730eb008e00a32f766fb15fa818a40211d02024d11e56b,homology/persistence/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_373729be509d__300s.npz,37b696828f46b06cd51679e315ce3f2117b79ebc39f0bb78011646866e50beb3,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_373729be509d__300s.npz,6203000bbd6583cc7ba29fe6a501b51b6aab60e8dc03621a86f289e790975937,homology/descriptors/modulation_smp_prototype/k12/300s/classical/validation/classical_musopen_373729be509d__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,148,148,147,78,0.5306122448979592,6,16,0.5333333333333333,0.75,0.7498688834027696,1.0591871587090134,0.5911436087821228,0.18182238881947338,0.17621843257851086,2.15,0.0,4.833333333333333,0.0,6,0,6,0,2.3,0.0,3,0,success,2026-08-05,
classical_musopen_39eaf7f62acd__180s,classical_musopen_39eaf7f62acd,classical,discovery,180.0,modulation_smp_k12,12,0.3333333333333333,0.06060606060606061,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_39eaf7f62acd__180s.npz,e2912117639382f257642a9b0936dc15fce4b3a03a0e35c73e8f460e565b719e,graphs/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_39eaf7f62acd__180s.npz,fa4789d875559f08c32fcfe30ae0723e8c974bf19e08b5b92307b3556062afd3,homology/persistence/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_39eaf7f62acd__180s.npz,faf2773a52fc35edf7be9d154c8fa6c15319eb6296cca8c21b68d4a1211f2ae8,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_39eaf7f62acd__180s.npz,3d2718c19484a7eb588cf1b63204cca87bf48f5cce9140d838b323d986d03065,homology/descriptors/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_39eaf7f62acd__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,38,0.4367816091954023,4,8,0.6666666666666666,1.0,0.8171507030459071,0.9434440966207343,0.6805510597753507,0.17162108600871978,0.1619887730553328,0.6499999999999998,0.0,1.6666666666666667,0.0,3,0,3,0,0.7499999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_39eaf7f62acd__300s,classical_musopen_39eaf7f62acd,classical,discovery,300.0,modulation_smp_k12,12,0.4166666666666667,0.06818181818181818,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_39eaf7f62acd__300s.npz,8beeeed570cc0dfc854b66a433c105d5ada3338e3563e7d11e0740e40867d776,graphs/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_39eaf7f62acd__300s.npz,f1671172273e987420f75128342daa7f34cf57baa37fced01139ad73297dc218,homology/persistence/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_39eaf7f62acd__300s.npz,166509a06b43408ba1e38021e78386ec4f25dd5ea6cbde1af04dfa1dba21c31e,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_39eaf7f62acd__300s.npz,42e89c5418e0253aa2d4bfc2a9201fc9cb2b997ffd354e899e03f2c516c9aca7,homology/descriptors/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_39eaf7f62acd__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,145,145,144,64,0.4444444444444444,5,9,0.45,0.8888888888888888,0.7925329483648309,0.962493095428765,0.5980305844623099,0.1648341049382716,0.158993783993784,0.8499999999999999,0.0,2.0,0.0,3,0,3,0,0.9499999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_3d194a9bdaa5__180s,classical_musopen_3d194a9bdaa5,classical,discovery,180.0,modulation_smp_k12,12,0.3333333333333333,0.05303030303030303,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_3d194a9bdaa5__180s.npz,876e5b49779d5708a7ac5c55f4c9474e8d28d163ed7bf9b70a613b500dd6e0f4,graphs/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_3d194a9bdaa5__180s.npz,5ac0ce877de954ea5f4bae694633525852028a7425ecd8e2cbd29aaacb7c5b0a,homology/persistence/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_3d194a9bdaa5__180s.npz,2ec876d87730e5a113acdeefbcec4d1f5d49cc12de07881f7ff64013f34f7aae,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_3d194a9bdaa5__180s.npz,c44ce1d557927a8264652e45d62bbee7ef64cd81ac37db430d0d4125d600fbbd,homology/descriptors/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_3d194a9bdaa5__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,50,50,49,31,0.6326530612244898,4,7,0.5833333333333334,0.5714285714285714,0.8446971066126506,0.8336961671179014,0.6013846629545664,0.18117451062057477,0.1641156462585034,0.8499999999999999,0.0,2.0,0.0,3,0,3,0,0.9499999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_3d194a9bdaa5__300s,classical_musopen_3d194a9bdaa5,classical,discovery,300.0,modulation_smp_k12,12,0.3333333333333333,0.05303030303030303,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.npz,876e5b49779d5708a7ac5c55f4c9474e8d28d163ed7bf9b70a613b500dd6e0f4,graphs/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.npz,5ac0ce877de954ea5f4bae694633525852028a7425ecd8e2cbd29aaacb7c5b0a,homology/persistence/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.npz,2ec876d87730e5a113acdeefbcec4d1f5d49cc12de07881f7ff64013f34f7aae,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.npz,c44ce1d557927a8264652e45d62bbee7ef64cd81ac37db430d0d4125d600fbbd,homology/descriptors/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,50,50,49,31,0.6326530612244898,4,7,0.5833333333333334,0.5714285714285714,0.8446971066126506,0.8336961671179014,0.6013846629545664,0.18117451062057477,0.1641156462585034,0.8499999999999999,0.0,2.0,0.0,3,0,3,0,0.9499999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_3f120e57880d__180s,classical_musopen_3f120e57880d,classical,discovery,180.0,modulation_smp_k12,12,0.3333333333333333,0.06818181818181818,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_3f120e57880d__180s.npz,e09a11620e9f91e28df599086bd42fd75e1bd49658677043a1560020b1fad1fc,graphs/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_3f120e57880d__180s.npz,14302f8bb6fd07f693f6f3759f94c5e6ff2f1401caf6299bb3fc1652e0030b1c,homology/persistence/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_3f120e57880d__180s.npz,79868f498bdac09cabf7f78100e38477ea5a69fb284b20feb06665ee65978d57,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_3f120e57880d__180s.npz,c317b3e89d0ba1ca2f55b06e4ddc1fa8ed4d0503ad1f114e5f7c036e0e06a2d6,homology/descriptors/modulation_smp_prototype/k12/180s/classical/discovery/classical_musopen_3f120e57880d__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,56,0.6436781609195402,4,9,0.75,0.8888888888888888,0.8630443410316161,0.8912463668972372,0.6428983568664749,0.14704716607213636,0.13712910986367283,1.4,0.0,3.1666666666666665,0.0,4,0,4,0,1.5,0.0,2,0,success,2026-08-05,
classical_musopen_3f120e57880d__300s,classical_musopen_3f120e57880d,classical,discovery,300.0,modulation_smp_k12,12,0.4166666666666667,0.09848484848484848,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_3f120e57880d__300s.npz,bb8c425678ff7e1973f5cc26d664bb4ff3a2819358080b5992199a471249c2c6,graphs/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_3f120e57880d__300s.npz,3010ce103e7ddab13144b2b57bd7f0836a23a6785a4be0f63e91e96ab56b4aa2,homology/persistence/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_3f120e57880d__300s.npz,140aab037d6bc4d04f453f5a13fee1f0d4fc63728d0d5f16b7aa2d75be0ee11b,homology/persistence_sensitivity/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_3f120e57880d__300s.npz,446314b8723d1dca098b6e64cf6eb8af06070d09b0848c241991988f355f5463,homology/descriptors/modulation_smp_prototype/k12/300s/classical/discovery/classical_musopen_3f120e57880d__300s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,148,148,147,91,0.6190476190476191,5,13,0.65,0.7692307692307693,0.8124784225746703,0.9423910919115122,0.5855405074224006,0.13943264380582165,0.13353834684558755,1.7499999999999996,0.0,3.8333333333333335,0.0,5,0,5,0,1.9499999999999997,0.0,1,0,success,2026-08-05,
classical_musopen_40a2fd43125a__180s,classical_musopen_40a2fd43125a,classical,validation,180.0,modulation_smp_k12,12,0.5,0.15151515151515152,features/modulation_smp_prototype/180s/classical/validation/classical_musopen_40a2fd43125a__180s.npz,ead30b8557a5a180d97bd25cbd37aa5b437ae47d7a0ab539059a9d1934dda22a,graphs/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_40a2fd43125a__180s.npz,c53043a1d67b48e69a3662c3118e70fd2571d015d0f1e77e85c71abdad6009cb,homology/persistence/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_40a2fd43125a__180s.npz,12ff18079c8639df7948a0d2bc1521c665293396693a39104467dacbddcbca16,homology/persistence_sensitivity/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_40a2fd43125a__180s.npz,d6cf10d9d49ffa9ed5eff197c6c7a3cd4c84ccf3fd07d863aa528864cfa69668,homology/descriptors/modulation_smp_prototype/k12/180s/classical/validation/classical_musopen_40a2fd43125a__180s.json,cafae575422582e909b7badaabb2a5247189bedbe76b11a662779db59f7a9e98,88,88,87,37,0.42528735632183906,6,20,0.6666666666666666,0.8,0.8338185403319058,1.1452022045873027,0.6391495199300892,0.09578544061302682,0.08527131782945736,2.175,0.0,4.833333333333333,0.0,6,0,6,0,2.3,0.0,3,0,success,2026-08-05,
